image_id,class_id,super_class_id,path,image_path,source_split,exists
1,1,1,bicycle_final/111085122871_0.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/bicycle_final/111085122871_0.JPG,train,True
36,6,1,bicycle_final/111476691561_4.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/bicycle_final/111476691561_4.JPG,train,True
65,11,1,bicycle_final/111588452395_2.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/bicycle_final/111588452395_2.JPG,train,True
70,13,1,bicycle_final/111611735309_1.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/bicycle_final/111611735309_1.JPG,train,True
76,14,1,bicycle_final/111612717975_4.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/bicycle_final/111612717975_4.JPG,train,True
86,16,1,bicycle_final/111645993618_2.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/bicycle_final/111645993618_2.JPG,train,True
92,17,1,bicycle_final/111646738161_4.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/bicycle_final/111646738161_4.JPG,train,True
110,21,1,bicycle_final/111666161509_1.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/bicycle_final/111666161509_1.JPG,train,True
112,22,1,bicycle_final/111672542907_1.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/bicycle_final/111672542907_1.JPG,train,True
116,23,1,bicycle_final/111678374084_3.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/bicycle_final/111678374084_3.JPG,train,True
135,26,1,bicycle_final/111693649069_2.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/bicycle_final/111693649069_2.JPG,train,True
141,27,1,bicycle_final/111699218787_3.JPG,/kaggle/working/DINOv3-FAISS-HNSW-SOP-VisualProductSearch/data/raw/Stanford_Online_Products/bicycle_final/111699218787_3.JPG,train,True
